"date","country","species","mentions"
2015-12-27,"CY","Lespedeza cuneata",0
2015-12-27,"CZ","Lespedeza cuneata",0
2015-12-27,"DE","Lespedeza cuneata",0
2015-12-27,"DK","Lespedeza cuneata",0
2015-12-27,"EE","Lespedeza cuneata",0
2015-12-27,"ES","Lespedeza cuneata",0
2015-12-27,"FI","Lespedeza cuneata",127.307433031791
2015-12-27,"FR","Lespedeza cuneata",0
2015-12-27,"GB","Lespedeza cuneata",0
2015-12-27,"GR","Lespedeza cuneata",0
2015-12-27,"HR","Lespedeza cuneata",0
2015-12-27,"HU","Lespedeza cuneata",0
2015-12-27,"IE","Lespedeza cuneata",0
2015-12-27,"IT","Lespedeza cuneata",0
2015-12-27,"LT","Lespedeza cuneata",0
2015-12-27,"LU","Lespedeza cuneata",0
2015-12-27,"LV","Lespedeza cuneata",0
2015-12-27,"MT","Lespedeza cuneata",0
2015-12-27,"NL","Lespedeza cuneata",0
2015-12-27,"PL","Lespedeza cuneata",0
2015-12-27,"PT","Lespedeza cuneata",0
2015-12-27,"RO","Lespedeza cuneata",0
2015-12-27,"SE","Lespedeza cuneata",0
2015-12-27,"SI","Lespedeza cuneata",0
2015-12-27,"SK","Lespedeza cuneata",0
2015-12-27,"AT","Limnoperna fortunei",0
2015-12-27,"BE","Limnoperna fortunei",0
2015-12-27,"BG","Limnoperna fortunei",0
2015-12-27,"CY","Limnoperna fortunei",0
2015-12-27,"CZ","Limnoperna fortunei",0
2015-12-27,"DE","Limnoperna fortunei",0
2015-12-27,"DK","Limnoperna fortunei",0
2015-12-27,"EE","Limnoperna fortunei",0
2015-12-27,"ES","Limnoperna fortunei",0
2015-12-27,"FI","Limnoperna fortunei",0
2015-12-27,"FR","Limnoperna fortunei",0
2015-12-27,"GB","Limnoperna fortunei",0
2015-12-27,"GR","Limnoperna fortunei",0
2015-12-27,"HR","Limnoperna fortunei",0
2015-12-27,"HU","Limnoperna fortunei",0
2015-12-27,"IE","Limnoperna fortunei",0
2015-12-27,"IT","Limnoperna fortunei",0
2015-12-27,"LT","Limnoperna fortunei",0
2015-12-27,"LU","Limnoperna fortunei",0
2015-12-27,"LV","Limnoperna fortunei",0
2015-12-27,"MT","Limnoperna fortunei",0
2015-12-27,"NL","Limnoperna fortunei",0
2015-12-27,"PL","Limnoperna fortunei",0
2015-12-27,"PT","Limnoperna fortunei",0
2015-12-27,"RO","Limnoperna fortunei",0
2015-12-27,"SE","Limnoperna fortunei",0
2015-12-27,"SI","Limnoperna fortunei",0
2015-12-27,"SK","Limnoperna fortunei",0
2015-12-27,"AT","Lithobates catesbeianus",0
2015-12-27,"BE","Lithobates catesbeianus",0
2015-12-27,"BG","Lithobates catesbeianus",0
2015-12-27,"CY","Lithobates catesbeianus",0
2015-12-27,"CZ","Lithobates catesbeianus",0
2015-12-27,"DE","Lithobates catesbeianus",16.8235130262848
2015-12-27,"DK","Lithobates catesbeianus",0
2015-12-27,"EE","Lithobates catesbeianus",0
2015-12-27,"ES","Lithobates catesbeianus",0
2015-12-27,"FI","Lithobates catesbeianus",0
2015-12-27,"FR","Lithobates catesbeianus",10.6329149823392
2015-12-27,"GB","Lithobates catesbeianus",15.520772129353
2015-12-27,"GR","Lithobates catesbeianus",0
2015-12-27,"HR","Lithobates catesbeianus",0
2015-12-27,"HU","Lithobates catesbeianus",0
2015-12-27,"IE","Lithobates catesbeianus",0
2015-12-27,"IT","Lithobates catesbeianus",31.1785896491967
2015-12-27,"LT","Lithobates catesbeianus",0
2015-12-27,"LU","Lithobates catesbeianus",0
2015-12-27,"LV","Lithobates catesbeianus",0
2015-12-27,"MT","Lithobates catesbeianus",0
2015-12-27,"NL","Lithobates catesbeianus",0
2015-12-27,"PL","Lithobates catesbeianus",0
2015-12-27,"PT","Lithobates catesbeianus",0
2015-12-27,"RO","Lithobates catesbeianus",0
2015-12-27,"SE","Lithobates catesbeianus",0
2015-12-27,"SI","Lithobates catesbeianus",0
2015-12-27,"SK","Lithobates catesbeianus",0
2015-12-27,"AT","Ludwigia grandiflora",0
2015-12-27,"BE","Ludwigia grandiflora",0
2015-12-27,"BG","Ludwigia grandiflora",0
2015-12-27,"CY","Ludwigia grandiflora",0
2015-12-27,"CZ","Ludwigia grandiflora",0
2015-12-27,"DE","Ludwigia grandiflora",0
2015-12-27,"DK","Ludwigia grandiflora",0
2015-12-27,"EE","Ludwigia grandiflora",0
2015-12-27,"ES","Ludwigia grandiflora",0
2015-12-27,"FI","Ludwigia grandiflora",0
2015-12-27,"FR","Ludwigia grandiflora",0
2015-12-27,"GB","Ludwigia grandiflora",0
2015-12-27,"GR","Ludwigia grandiflora",0
2015-12-27,"HR","Ludwigia grandiflora",0
2015-12-27,"HU","Ludwigia grandiflora",0
2015-12-27,"IE","Ludwigia grandiflora",0
2015-12-27,"IT","Ludwigia grandiflora",0
2015-12-27,"LT","Ludwigia grandiflora",0
2015-12-27,"LU","Ludwigia grandiflora",0
2015-12-27,"LV","Ludwigia grandiflora",0
2015-12-27,"MT","Ludwigia grandiflora",0
2015-12-27,"NL","Ludwigia grandiflora",0
2015-12-27,"PL","Ludwigia grandiflora",0
2015-12-27,"PT","Ludwigia grandiflora",0
2015-12-27,"RO","Ludwigia grandiflora",0
2015-12-27,"SE","Ludwigia grandiflora",0
2015-12-27,"SI","Ludwigia grandiflora",0
2015-12-27,"SK","Ludwigia grandiflora",0
2015-12-27,"AT","Ludwigia peploides",0
2015-12-27,"BE","Ludwigia peploides",0
2015-12-27,"BG","Ludwigia peploides",0
2015-12-27,"CY","Ludwigia peploides",0
2015-12-27,"CZ","Ludwigia peploides",0
2015-12-27,"DE","Ludwigia peploides",0
2015-12-27,"DK","Ludwigia peploides",0
2015-12-27,"EE","Ludwigia peploides",0
2015-12-27,"ES","Ludwigia peploides",0
2015-12-27,"FI","Ludwigia peploides",0
2015-12-27,"FR","Ludwigia peploides",0
2015-12-27,"GB","Ludwigia peploides",0
2015-12-27,"GR","Ludwigia peploides",0
2015-12-27,"HR","Ludwigia peploides",0
2015-12-27,"HU","Ludwigia peploides",0
2015-12-27,"IE","Ludwigia peploides",0
2015-12-27,"IT","Ludwigia peploides",0
2015-12-27,"LT","Ludwigia peploides",0
2015-12-27,"LU","Ludwigia peploides",0
2015-12-27,"LV","Ludwigia peploides",0
2015-12-27,"MT","Ludwigia peploides",0
2015-12-27,"NL","Ludwigia peploides",0
2015-12-27,"PL","Ludwigia peploides",0
2015-12-27,"PT","Ludwigia peploides",0
2015-12-27,"RO","Ludwigia peploides",0
2015-12-27,"SE","Ludwigia peploides",0
2015-12-27,"SI","Ludwigia peploides",0
2015-12-27,"SK","Ludwigia peploides",0
2015-12-27,"AT","Lygodium japonicum",0
2015-12-27,"BE","Lygodium japonicum",0
2015-12-27,"BG","Lygodium japonicum",0
2015-12-27,"CY","Lygodium japonicum",0
2015-12-27,"CZ","Lygodium japonicum",0
2015-12-27,"DE","Lygodium japonicum",0
2015-12-27,"DK","Lygodium japonicum",0
2015-12-27,"EE","Lygodium japonicum",0
2015-12-27,"ES","Lygodium japonicum",0
2015-12-27,"FI","Lygodium japonicum",0
2015-12-27,"FR","Lygodium japonicum",0
2015-12-27,"GB","Lygodium japonicum",0
2015-12-27,"GR","Lygodium japonicum",0
2015-12-27,"HR","Lygodium japonicum",0
2015-12-27,"HU","Lygodium japonicum",0
2015-12-27,"IE","Lygodium japonicum",0
2015-12-27,"IT","Lygodium japonicum",0
2015-12-27,"LT","Lygodium japonicum",0
2015-12-27,"LU","Lygodium japonicum",0
2015-12-27,"LV","Lygodium japonicum",0
2015-12-27,"MT","Lygodium japonicum",0
2015-12-27,"NL","Lygodium japonicum",0
2015-12-27,"PL","Lygodium japonicum",0
2015-12-27,"PT","Lygodium japonicum",0
2015-12-27,"RO","Lygodium japonicum",0
2015-12-27,"SE","Lygodium japonicum",0
2015-12-27,"SI","Lygodium japonicum",0
2015-12-27,"SK","Lygodium japonicum",0
2015-12-27,"AT","Lysichiton americanus",0
2015-12-27,"BE","Lysichiton americanus",0
2015-12-27,"BG","Lysichiton americanus",0
2015-12-27,"CY","Lysichiton americanus",0
2015-12-27,"CZ","Lysichiton americanus",0
2015-12-27,"DE","Lysichiton americanus",0
2015-12-27,"DK","Lysichiton americanus",0
2015-12-27,"EE","Lysichiton americanus",0
2015-12-27,"ES","Lysichiton americanus",0
2015-12-27,"FI","Lysichiton americanus",0
2015-12-27,"FR","Lysichiton americanus",0
2015-12-27,"GB","Lysichiton americanus",0
2015-12-27,"GR","Lysichiton americanus",0
2015-12-27,"HR","Lysichiton americanus",0
2015-12-27,"HU","Lysichiton americanus",0
2015-12-27,"IE","Lysichiton americanus",0
2015-12-27,"IT","Lysichiton americanus",0
2015-12-27,"LT","Lysichiton americanus",0
2015-12-27,"LU","Lysichiton americanus",0
2015-12-27,"LV","Lysichiton americanus",0
2015-12-27,"MT","Lysichiton americanus",0
2015-12-27,"NL","Lysichiton americanus",0
2015-12-27,"PL","Lysichiton americanus",0
2015-12-27,"PT","Lysichiton americanus",0
2015-12-27,"RO","Lysichiton americanus",0
2015-12-27,"SE","Lysichiton americanus",0
2015-12-27,"SI","Lysichiton americanus",0
2015-12-27,"SK","Lysichiton americanus",0
2015-12-27,"AT","Microstegium vimineum",0
2015-12-27,"BE","Microstegium vimineum",0
2015-12-27,"BG","Microstegium vimineum",0
2015-12-27,"CY","Microstegium vimineum",0
2015-12-27,"CZ","Microstegium vimineum",0
2015-12-27,"DE","Microstegium vimineum",0
2015-12-27,"DK","Microstegium vimineum",0
2015-12-27,"EE","Microstegium vimineum",0
2015-12-27,"ES","Microstegium vimineum",0
2015-12-27,"FI","Microstegium vimineum",0
2015-12-27,"FR","Microstegium vimineum",0
2015-12-27,"GB","Microstegium vimineum",0
2015-12-27,"GR","Microstegium vimineum",0
2015-12-27,"HR","Microstegium vimineum",0
2015-12-27,"HU","Microstegium vimineum",0
2015-12-27,"IE","Microstegium vimineum",0
2015-12-27,"IT","Microstegium vimineum",0
2015-12-27,"LT","Microstegium vimineum",0
2015-12-27,"LU","Microstegium vimineum",0
2015-12-27,"LV","Microstegium vimineum",0
2015-12-27,"MT","Microstegium vimineum",0
2015-12-27,"NL","Microstegium vimineum",0
2015-12-27,"PL","Microstegium vimineum",0
2015-12-27,"PT","Microstegium vimineum",0
2015-12-27,"RO","Microstegium vimineum",0
2015-12-27,"SE","Microstegium vimineum",0
2015-12-27,"SI","Microstegium vimineum",0
2015-12-27,"SK","Microstegium vimineum",0
2015-12-27,"AT","Morone americana",0
2015-12-27,"BE","Morone americana",0
2015-12-27,"BG","Morone americana",0
2015-12-27,"CY","Morone americana",0
2015-12-27,"CZ","Morone americana",0
2015-12-27,"DE","Morone americana",0
2015-12-27,"DK","Morone americana",0
2015-12-27,"EE","Morone americana",0
2015-12-27,"ES","Morone americana",0
2015-12-27,"FI","Morone americana",0
2015-12-27,"FR","Morone americana",0
2015-12-27,"GB","Morone americana",0
2015-12-27,"GR","Morone americana",0
2015-12-27,"HR","Morone americana",0
2015-12-27,"HU","Morone americana",0
2015-12-27,"IE","Morone americana",0
2015-12-27,"IT","Morone americana",0
2015-12-27,"LT","Morone americana",0
2015-12-27,"LU","Morone americana",0
2015-12-27,"LV","Morone americana",0
2015-12-27,"MT","Morone americana",0
2015-12-27,"NL","Morone americana",0
2015-12-27,"PL","Morone americana",0
2015-12-27,"PT","Morone americana",0
2015-12-27,"RO","Morone americana",0
2015-12-27,"SE","Morone americana",0
2015-12-27,"SI","Morone americana",0
2015-12-27,"SK","Morone americana",0
2015-12-27,"AT","Muntiacus reevesi",0
2015-12-27,"BE","Muntiacus reevesi",0
2015-12-27,"BG","Muntiacus reevesi",0
2015-12-27,"CY","Muntiacus reevesi",0
2015-12-27,"CZ","Muntiacus reevesi",0
2015-12-27,"DE","Muntiacus reevesi",0
2015-12-27,"DK","Muntiacus reevesi",0
2015-12-27,"EE","Muntiacus reevesi",0
2015-12-27,"ES","Muntiacus reevesi",0
2015-12-27,"FI","Muntiacus reevesi",0
2015-12-27,"FR","Muntiacus reevesi",0
2015-12-27,"GB","Muntiacus reevesi",0
2015-12-27,"GR","Muntiacus reevesi",0
2015-12-27,"HR","Muntiacus reevesi",0
2015-12-27,"HU","Muntiacus reevesi",0
2015-12-27,"IE","Muntiacus reevesi",0
2015-12-27,"IT","Muntiacus reevesi",0
2015-12-27,"LT","Muntiacus reevesi",0
2015-12-27,"LU","Muntiacus reevesi",0
2015-12-27,"LV","Muntiacus reevesi",0
2015-12-27,"MT","Muntiacus reevesi",0
2015-12-27,"NL","Muntiacus reevesi",0
2015-12-27,"PL","Muntiacus reevesi",0
2015-12-27,"PT","Muntiacus reevesi",0
2015-12-27,"RO","Muntiacus reevesi",0
2015-12-27,"SE","Muntiacus reevesi",0
2015-12-27,"SI","Muntiacus reevesi",0
2015-12-27,"SK","Muntiacus reevesi",0
2015-12-27,"AT","Myocastor coypus",0
2015-12-27,"BE","Myocastor coypus",0
2015-12-27,"BG","Myocastor coypus",0
2015-12-27,"CY","Myocastor coypus",0
2015-12-27,"CZ","Myocastor coypus",333.139846736212
2015-12-27,"DE","Myocastor coypus",94.0420810419286
2015-12-27,"DK","Myocastor coypus",0
2015-12-27,"EE","Myocastor coypus",0
2015-12-27,"ES","Myocastor coypus",118.921532734555
2015-12-27,"FI","Myocastor coypus",0
2015-12-27,"FR","Myocastor coypus",151.233893937781
2015-12-27,"GB","Myocastor coypus",23.8412528350018
2015-12-27,"GR","Myocastor coypus",0
2015-12-27,"HR","Myocastor coypus",0
2015-12-27,"HU","Myocastor coypus",0
2015-12-27,"IE","Myocastor coypus",0
2015-12-27,"IT","Myocastor coypus",361.898008623167
2015-12-27,"LT","Myocastor coypus",0
2015-12-27,"LU","Myocastor coypus",0
2015-12-27,"LV","Myocastor coypus",0
2015-12-27,"MT","Myocastor coypus",0
2015-12-27,"NL","Myocastor coypus",0
2015-12-27,"PL","Myocastor coypus",112.467800976661
2015-12-27,"PT","Myocastor coypus",0
2015-12-27,"RO","Myocastor coypus",0
2015-12-27,"SE","Myocastor coypus",0
2015-12-27,"SI","Myocastor coypus",0
2015-12-27,"SK","Myocastor coypus",0
2015-12-27,"AT","Myriophyllum aquaticum",0
2015-12-27,"BE","Myriophyllum aquaticum",0
2015-12-27,"BG","Myriophyllum aquaticum",0
2015-12-27,"CY","Myriophyllum aquaticum",0
2015-12-27,"CZ","Myriophyllum aquaticum",0
2015-12-27,"DE","Myriophyllum aquaticum",0
2015-12-27,"DK","Myriophyllum aquaticum",0
2015-12-27,"EE","Myriophyllum aquaticum",0
2015-12-27,"ES","Myriophyllum aquaticum",0
2015-12-27,"FI","Myriophyllum aquaticum",0
2015-12-27,"FR","Myriophyllum aquaticum",0
2015-12-27,"GB","Myriophyllum aquaticum",0
2015-12-27,"GR","Myriophyllum aquaticum",0
2015-12-27,"HR","Myriophyllum aquaticum",0
2015-12-27,"HU","Myriophyllum aquaticum",0
2015-12-27,"IE","Myriophyllum aquaticum",0
2015-12-27,"IT","Myriophyllum aquaticum",0
2015-12-27,"LT","Myriophyllum aquaticum",0
2015-12-27,"LU","Myriophyllum aquaticum",0
2015-12-27,"LV","Myriophyllum aquaticum",0
2015-12-27,"MT","Myriophyllum aquaticum",0
2015-12-27,"NL","Myriophyllum aquaticum",0
2015-12-27,"PL","Myriophyllum aquaticum",0
2015-12-27,"PT","Myriophyllum aquaticum",0
2015-12-27,"RO","Myriophyllum aquaticum",0
2015-12-27,"SE","Myriophyllum aquaticum",0
2015-12-27,"SI","Myriophyllum aquaticum",0
2015-12-27,"SK","Myriophyllum aquaticum",0
2015-12-27,"AT","Myriophyllum heterophyllum",0
2015-12-27,"BE","Myriophyllum heterophyllum",0
2015-12-27,"BG","Myriophyllum heterophyllum",0
2015-12-27,"CY","Myriophyllum heterophyllum",0
2015-12-27,"CZ","Myriophyllum heterophyllum",0
2015-12-27,"DE","Myriophyllum heterophyllum",0
2015-12-27,"DK","Myriophyllum heterophyllum",0
2015-12-27,"EE","Myriophyllum heterophyllum",0
2015-12-27,"ES","Myriophyllum heterophyllum",0
2015-12-27,"FI","Myriophyllum heterophyllum",0
2015-12-27,"FR","Myriophyllum heterophyllum",0
2015-12-27,"GB","Myriophyllum heterophyllum",0
2015-12-27,"GR","Myriophyllum heterophyllum",0
2015-12-27,"HR","Myriophyllum heterophyllum",0
2015-12-27,"HU","Myriophyllum heterophyllum",0
2015-12-27,"IE","Myriophyllum heterophyllum",0
2015-12-27,"IT","Myriophyllum heterophyllum",0
2015-12-27,"LT","Myriophyllum heterophyllum",0
2015-12-27,"LU","Myriophyllum heterophyllum",0
2015-12-27,"LV","Myriophyllum heterophyllum",0
2015-12-27,"MT","Myriophyllum heterophyllum",0
2015-12-27,"NL","Myriophyllum heterophyllum",0
2015-12-27,"PL","Myriophyllum heterophyllum",0
2015-12-27,"PT","Myriophyllum heterophyllum",0
2015-12-27,"RO","Myriophyllum heterophyllum",0
2015-12-27,"SE","Myriophyllum heterophyllum",0
2015-12-27,"SI","Myriophyllum heterophyllum",0
2015-12-27,"SK","Myriophyllum heterophyllum",0
2015-12-27,"AT","Nasua nasua",0
2015-12-27,"BE","Nasua nasua",0
2015-12-27,"BG","Nasua nasua",0
2015-12-27,"CY","Nasua nasua",0
2015-12-27,"CZ","Nasua nasua",0
2015-12-27,"DE","Nasua nasua",43.2817321488283
2015-12-27,"DK","Nasua nasua",0
2015-12-27,"EE","Nasua nasua",0
2015-12-27,"ES","Nasua nasua",20.482668065524
2015-12-27,"FI","Nasua nasua",0
2015-12-27,"FR","Nasua nasua",0
2015-12-27,"GB","Nasua nasua",0
2015-12-27,"GR","Nasua nasua",0
2015-12-27,"HR","Nasua nasua",0
2015-12-27,"HU","Nasua nasua",0
2015-12-27,"IE","Nasua nasua",0
2015-12-27,"IT","Nasua nasua",27.8589156303907
2015-12-27,"LT","Nasua nasua",0
2015-12-27,"LU","Nasua nasua",0
2015-12-27,"LV","Nasua nasua",0
2015-12-27,"MT","Nasua nasua",0
2015-12-27,"NL","Nasua nasua",30.3737047225189
2015-12-27,"PL","Nasua nasua",0
2015-12-27,"PT","Nasua nasua",0
2015-12-27,"RO","Nasua nasua",0
2015-12-27,"SE","Nasua nasua",0
2015-12-27,"SI","Nasua nasua",0
2015-12-27,"SK","Nasua nasua",0
2015-12-27,"AT","Nyctereutes procyonoides",0
2015-12-27,"BE","Nyctereutes procyonoides",0
2015-12-27,"BG","Nyctereutes procyonoides",0
2015-12-27,"CY","Nyctereutes procyonoides",0
2015-12-27,"CZ","Nyctereutes procyonoides",0
2015-12-27,"DE","Nyctereutes procyonoides",83.9916962257135
2015-12-27,"DK","Nyctereutes procyonoides",0
2015-12-27,"EE","Nyctereutes procyonoides",0
2015-12-27,"ES","Nyctereutes procyonoides",0
2015-12-27,"FI","Nyctereutes procyonoides",332.307381570587
2015-12-27,"FR","Nyctereutes procyonoides",15.3824327246308
2015-12-27,"GB","Nyctereutes procyonoides",13.2516088534229
2015-12-27,"GR","Nyctereutes procyonoides",0
2015-12-27,"HR","Nyctereutes procyonoides",0
2015-12-27,"HU","Nyctereutes procyonoides",0
2015-12-27,"IE","Nyctereutes procyonoides",0
2015-12-27,"IT","Nyctereutes procyonoides",0
2015-12-27,"LT","Nyctereutes procyonoides",0
2015-12-27,"LU","Nyctereutes procyonoides",0
2015-12-27,"LV","Nyctereutes procyonoides",0
2015-12-27,"MT","Nyctereutes procyonoides",0
2015-12-27,"NL","Nyctereutes procyonoides",0
2015-12-27,"PL","Nyctereutes procyonoides",208.300334205366
2015-12-27,"PT","Nyctereutes procyonoides",0
2015-12-27,"RO","Nyctereutes procyonoides",0
2015-12-27,"SE","Nyctereutes procyonoides",84.7685611314187
2015-12-27,"SI","Nyctereutes procyonoides",0
2015-12-27,"SK","Nyctereutes procyonoides",0
2015-12-27,"AT","Ondatra zibethicus",0
2015-12-27,"BE","Ondatra zibethicus",0
2015-12-27,"BG","Ondatra zibethicus",0
2015-12-27,"CY","Ondatra zibethicus",0
2015-12-27,"CZ","Ondatra zibethicus",138.87963776741
2015-12-27,"DE","Ondatra zibethicus",44.5077893281888
2015-12-27,"DK","Ondatra zibethicus",0
2015-12-27,"EE","Ondatra zibethicus",0
2015-12-27,"ES","Ondatra zibethicus",0
2015-12-27,"FI","Ondatra zibethicus",0
2015-12-27,"FR","Ondatra zibethicus",35.0802976016347
2015-12-27,"GB","Ondatra zibethicus",9.42607729575891
2015-12-27,"GR","Ondatra zibethicus",0
2015-12-27,"HR","Ondatra zibethicus",0
2015-12-27,"HU","Ondatra zibethicus",0
2015-12-27,"IE","Ondatra zibethicus",0
2015-12-27,"IT","Ondatra zibethicus",0
2015-12-27,"LT","Ondatra zibethicus",0
2015-12-27,"LU","Ondatra zibethicus",0
2015-12-27,"LV","Ondatra zibethicus",0
2015-12-27,"MT","Ondatra zibethicus",0
2015-12-27,"NL","Ondatra zibethicus",40.2682171401343
2015-12-27,"PL","Ondatra zibethicus",46.4229720277609
2015-12-27,"PT","Ondatra zibethicus",0
2015-12-27,"RO","Ondatra zibethicus",0
2015-12-27,"SE","Ondatra zibethicus",0
2015-12-27,"SI","Ondatra zibethicus",0
2015-12-27,"SK","Ondatra zibethicus",0
2015-12-27,"AT","Oxyura jamaicensis",0
2015-12-27,"BE","Oxyura jamaicensis",0
2015-12-27,"BG","Oxyura jamaicensis",0
2015-12-27,"CY","Oxyura jamaicensis",0
2015-12-27,"CZ","Oxyura jamaicensis",0
2015-12-27,"DE","Oxyura jamaicensis",0
2015-12-27,"DK","Oxyura jamaicensis",0
2015-12-27,"EE","Oxyura jamaicensis",0
2015-12-27,"ES","Oxyura jamaicensis",0
2015-12-27,"FI","Oxyura jamaicensis",0
2015-12-27,"FR","Oxyura jamaicensis",0
2015-12-27,"GB","Oxyura jamaicensis",0
2015-12-27,"GR","Oxyura jamaicensis",0
2015-12-27,"HR","Oxyura jamaicensis",0
2015-12-27,"HU","Oxyura jamaicensis",0
2015-12-27,"IE","Oxyura jamaicensis",0
2015-12-27,"IT","Oxyura jamaicensis",0
2015-12-27,"LT","Oxyura jamaicensis",0
2015-12-27,"LU","Oxyura jamaicensis",0
2015-12-27,"LV","Oxyura jamaicensis",0
2015-12-27,"MT","Oxyura jamaicensis",0
2015-12-27,"NL","Oxyura jamaicensis",0
2015-12-27,"PL","Oxyura jamaicensis",0
2015-12-27,"PT","Oxyura jamaicensis",0
2015-12-27,"RO","Oxyura jamaicensis",0
2015-12-27,"SE","Oxyura jamaicensis",0
2015-12-27,"SI","Oxyura jamaicensis",0
2015-12-27,"SK","Oxyura jamaicensis",0
2015-12-27,"AT","Pacifastacus leniusculus",0
2015-12-27,"BE","Pacifastacus leniusculus",0
2015-12-27,"BG","Pacifastacus leniusculus",0
2015-12-27,"CY","Pacifastacus leniusculus",0
2015-12-27,"CZ","Pacifastacus leniusculus",0
2015-12-27,"DE","Pacifastacus leniusculus",0
2015-12-27,"DK","Pacifastacus leniusculus",0
2015-12-27,"EE","Pacifastacus leniusculus",0
2015-12-27,"ES","Pacifastacus leniusculus",0
2015-12-27,"FI","Pacifastacus leniusculus",0
2015-12-27,"FR","Pacifastacus leniusculus",0
2015-12-27,"GB","Pacifastacus leniusculus",0
2015-12-27,"GR","Pacifastacus leniusculus",0
2015-12-27,"HR","Pacifastacus leniusculus",0
2015-12-27,"HU","Pacifastacus leniusculus",0
2015-12-27,"IE","Pacifastacus leniusculus",0
2015-12-27,"IT","Pacifastacus leniusculus",0
2015-12-27,"LT","Pacifastacus leniusculus",0
2015-12-27,"LU","Pacifastacus leniusculus",0
2015-12-27,"LV","Pacifastacus leniusculus",0
2015-12-27,"MT","Pacifastacus leniusculus",0
2015-12-27,"NL","Pacifastacus leniusculus",0
2015-12-27,"PL","Pacifastacus leniusculus",0
2015-12-27,"PT","Pacifastacus leniusculus",0
2015-12-27,"RO","Pacifastacus leniusculus",0
2015-12-27,"SE","Pacifastacus leniusculus",0
2015-12-27,"SI","Pacifastacus leniusculus",0
2015-12-27,"SK","Pacifastacus leniusculus",0
2015-12-27,"AT","Parthenium hysterophorus",0
2015-12-27,"BE","Parthenium hysterophorus",0
2015-12-27,"BG","Parthenium hysterophorus",0
2015-12-27,"CY","Parthenium hysterophorus",0
2015-12-27,"CZ","Parthenium hysterophorus",0
2015-12-27,"DE","Parthenium hysterophorus",0
2015-12-27,"DK","Parthenium hysterophorus",0
2015-12-27,"EE","Parthenium hysterophorus",0
2015-12-27,"ES","Parthenium hysterophorus",0
2015-12-27,"FI","Parthenium hysterophorus",0
2015-12-27,"FR","Parthenium hysterophorus",0
2015-12-27,"GB","Parthenium hysterophorus",0
2015-12-27,"GR","Parthenium hysterophorus",0
2015-12-27,"HR","Parthenium hysterophorus",0
2015-12-27,"HU","Parthenium hysterophorus",0
2015-12-27,"IE","Parthenium hysterophorus",0
2015-12-27,"IT","Parthenium hysterophorus",0
2015-12-27,"LT","Parthenium hysterophorus",0
2015-12-27,"LU","Parthenium hysterophorus",0
2015-12-27,"LV","Parthenium hysterophorus",0
2015-12-27,"MT","Parthenium hysterophorus",0
2015-12-27,"NL","Parthenium hysterophorus",0
2015-12-27,"PL","Parthenium hysterophorus",0
2015-12-27,"PT","Parthenium hysterophorus",0
2015-12-27,"RO","Parthenium hysterophorus",0
2015-12-27,"SE","Parthenium hysterophorus",0
2015-12-27,"SI","Parthenium hysterophorus",0
2015-12-27,"SK","Parthenium hysterophorus",0
2015-12-27,"AT","Pennisetum setaceum",0
2015-12-27,"BE","Pennisetum setaceum",0
2015-12-27,"BG","Pennisetum setaceum",0
2015-12-27,"CY","Pennisetum setaceum",0
2015-12-27,"CZ","Pennisetum setaceum",0
2015-12-27,"DE","Pennisetum setaceum",0
2015-12-27,"DK","Pennisetum setaceum",0
2015-12-27,"EE","Pennisetum setaceum",0
2015-12-27,"ES","Pennisetum setaceum",0
2015-12-27,"FI","Pennisetum setaceum",0
2015-12-27,"FR","Pennisetum setaceum",0
2015-12-27,"GB","Pennisetum setaceum",0
2015-12-27,"GR","Pennisetum setaceum",0
2015-12-27,"HR","Pennisetum setaceum",0
2015-12-27,"HU","Pennisetum setaceum",0
2015-12-27,"IE","Pennisetum setaceum",0
2015-12-27,"IT","Pennisetum setaceum",0
2015-12-27,"LT","Pennisetum setaceum",0
2015-12-27,"LU","Pennisetum setaceum",0
2015-12-27,"LV","Pennisetum setaceum",0
2015-12-27,"MT","Pennisetum setaceum",0
2015-12-27,"NL","Pennisetum setaceum",0
2015-12-27,"PL","Pennisetum setaceum",0
2015-12-27,"PT","Pennisetum setaceum",0
2015-12-27,"RO","Pennisetum setaceum",0
2015-12-27,"SE","Pennisetum setaceum",0
2015-12-27,"SI","Pennisetum setaceum",0
2015-12-27,"SK","Pennisetum setaceum",0
2015-12-27,"AT","Perccottus glenii",0
2015-12-27,"BE","Perccottus glenii",0
2015-12-27,"BG","Perccottus glenii",0
2015-12-27,"CY","Perccottus glenii",0
2015-12-27,"CZ","Perccottus glenii",0
2015-12-27,"DE","Perccottus glenii",0
2015-12-27,"DK","Perccottus glenii",0
2015-12-27,"EE","Perccottus glenii",0
2015-12-27,"ES","Perccottus glenii",0
2015-12-27,"FI","Perccottus glenii",0
2015-12-27,"FR","Perccottus glenii",0
2015-12-27,"GB","Perccottus glenii",0
2015-12-27,"GR","Perccottus glenii",0
2015-12-27,"HR","Perccottus glenii",0
2015-12-27,"HU","Perccottus glenii",0
2015-12-27,"IE","Perccottus glenii",0
2015-12-27,"IT","Perccottus glenii",0
2015-12-27,"LT","Perccottus glenii",0
2015-12-27,"LU","Perccottus glenii",0
2015-12-27,"LV","Perccottus glenii",0
2015-12-27,"MT","Perccottus glenii",0
